# PDB,Heme,ligand,saddling
4toe,HEM_I_207,MET-MET,-0.245
4toe,HEM_L_207,MET-MET,-0.282
4toe,HEM_M_207,MET-MET,-0.254
4toe,HEM_O_207,MET-MET,-0.236
4toe,HEM_R_208,MET-MET,-0.203
4toe,HEM_T_206,MET-MET,-0.236
4toe,HEM_V_206,MET-MET,-0.238
4toe,HEM_W_207,MET-MET,-0.246
4tof,HEM_A_201,MET-MET,-0.129
4tof,HEM_C_201,MET,-0.172
4tof,HEM_D_201,MET,-0.149
4tog,HEM_A_201,MET-MET,-0.274
4tog,HEM_C_201,MET,-0.211
4tog,HEM_D_201,MET,-0.212
4toh,HEM_B_202,MET-MET,-0.135
4toh,HEM_C_201,MET,-0.136
4toh,HEM_D_201,MET,-0.170
4tpn,HEM_A_501,CYS-HOH,0.088
4tpo,HEM_A_501,CYS-HOH,0.052
4tri,HEM_A_501,CYS,-0.113
4tri,HEM_B_502,CYS,0.024
4tt5,HEM_A_401,CYS-36Y,-0.044
4tvf,HEM_A_401,CYS-HOH,-0.051
4tx3,HEM_A_401,CYS,-0.156
4tyx,HEM_A_201,HIS-HOH,0.097
4u72,HEM_A_501,HIS-PIM,0.640
4u72,HEM_B_501,HIS-PIM,0.640
4u74,HEM_A_501,HIS-PIM,0.697
4u74,HEM_B_501,HIS-PIM,0.689
4u99,HEM_A_201,HIS,-0.270
4u99,HEM_B_201,HIS,-0.351
4u9b,HEM_A_201,NO,-0.378
4u9d,HEC_A_201,HIS-MET,-0.008
4u9d,HEC_B_201,HIS-MET,-0.037
4u9d,HEC_C_201,HIS-MET,0.017
4u9d,HEC_D_201,HIS-MET,-0.132
4u9e,HEC_A_201,HIS-MET,-0.049
4u9g,HEM_A_201,HIS-CMO,-0.293
4u9g,HEM_B_201,HIS,-0.361
4uax,HEM_A_501,CYS-HOH,-0.068
4ub6,HEM_E_103,HIS-HIS,0.799
4ub6,HEC_V_201,HIS-HIS,0.349
4ub6,HEM_e_102,HIS-HIS,0.720
4ub6,HEC_v_202,HIS-HIS,0.356
4ub8,HEM_E_103,HIS-HIS,0.848
4ub8,HEC_V_203,HIS-HIS,0.385
4ub8,HEM_e_102,HIS-HIS,0.626
4ub8,HEC_v_202,HIS-HIS,0.412
4ubs,HEM_A_501,CYS,-0.102
4uch,HEM_A_750,CYS-OLW,-0.521
4uch,HEM_B_750,CYS-OLW,-0.548
4ug5,HEM_A_901,CYS,-0.168
4ug6,HEM_A_901,CYS,-0.371
4ug7,HEM_A_901,CYS,-0.329
4ug8,HEM_A_901,CYS,-0.244
4ug9,HEM_A_901,CYS,-0.261
4uga,HEM_A_901,CYS,-0.317
4ugb,HEM_A_901,CYS,-0.224
4ugc,HEM_A_901,CYS,-0.337
4ugd,HEM_A_901,CYS,-0.158
4uge,HEM_A_901,CYS,-0.313
4ugf,HEM_A_901,CYS,-0.205
4ugg,HEM_A_901,CYS,-0.395
4ugh,HEM_A_1364,CYS,-0.332
4ugi,HEM_A_901,CYS,-0.438
4ugj,HEM_A_901,CYS,-0.390
4ugk,HEM_A_901,CYS,-0.396
4ugl,HEM_A_901,CYS,-0.410
4ugm,HEM_A_901,CYS,-0.403
4ugn,HEM_A_901,CYS,-0.395
4ugo,HEM_A_901,CYS,-0.379
4ugp,HEM_A_901,CYS,-0.429
4ugq,HEM_A_901,CYS,-0.419
4ugr,HEM_A_901,CYS,-0.469
4ugs,HEM_A_901,CYS,-0.460
4ugt,HEM_A_901,CYS,-0.375
4ugu,HEM_A_901,CYS,-0.476
4ugv,HEM_A_901,CYS,-0.318
4ugw,HEM_A_901,CYS,-0.279
4ugx,HEM_A_901,CYS,-0.547
4ugy,HEM_A_901,CYS,-0.436
4ugz,HEM_A_750,CYS,-0.577
4ugz,HEM_B_750,CYS,-0.706
4uh0,HEM_A_750,CYS,-0.577
4uh0,HEM_B_750,CYS,-0.727
4uh1,HEM_A_750,CYS,-0.498
4uh1,HEM_B_750,CYS,-0.553
4uh2,HEM_A_750,CYS,-0.485
4uh2,HEM_B_750,CYS,-0.620
4uh3,HEM_A_750,CYS,-0.562
4uh3,HEM_B_750,CYS,-0.719
4uh4,HEM_A_750,CYS,-0.445
4uh4,HEM_B_750,CYS,-0.538
4uh5,HEM_A_750,CYS,-0.564
4uh5,HEM_B_750,CYS,-0.681
4uh6,HEM_A_750,CYS,-0.535
4uh6,HEM_B_750,CYS,-0.507
4uh7,HEM_A_500,CYS,-0.690
4uh7,HEM_B_500,CYS,-0.666
4uh8,HEM_A_500,CYS,-0.508
4uh8,HEM_B_500,CYS,-0.496
4uh9,HEM_A_500,CYS,-0.603
4uh9,HEM_B_500,CYS,-0.620
4uha,HEM_A_500,CYS,-0.500
4uha,HEM_B_500,CYS,-0.377
4uhi,HEM_A_540,CYS-VFV,-0.167
4uhi,HEM_B_540,CYS-VFV,-0.165
4uhi,HEM_C_540,CYS-VFV,-0.102
4uhi,HEM_D_540,CYS-VFV,-0.061
4uhl,HEM_A_540,CYS-VFV,-0.019
4uhl,HEM_B_540,CYS-VFV,-0.112
4uhl,HEM_C_540,CYS-VFV,-0.066
4uhl,HEM_D_540,CYS-VFV,-0.084
4uhl,HEM_E_540,CYS-VFV,-0.125
4uhl,HEM_F_540,CYS-VFV,-0.085
4uhl,HEM_G_540,CYS-VFV,-0.083
4uhl,HEM_H_540,CYS-VFV,-0.072
4uii,HEM_A_200,HIS-HOH,0.181
4uii,HEM_B_200,HIS,0.209
4uiq,HEM_A_200,HIS,0.226
4uiq,HEM_A_201,HIS,0.075
4uiq,HEM_B_200,HIS-IMD,0.057
4uiq,HEM_B_201,HIS,-0.128
4ulv,HEC_A_129,HIS,-0.283
4ulv,HEC_B_129,HIS,-0.272
4umz,HEM_A_1407,CYS,-0.125
4umz,HEM_B_1407,CYS,-0.181
4upm,HEM_A_750,CYS,-0.450
4upm,HEM_B_750,CYS,-0.468
4upn,HEM_A_750,CYS,-0.449
4upn,HEM_B_750,CYS,-0.607
4upo,HEM_A_750,CYS,-0.626
4upo,HEM_B_750,CYS,-0.641
4upp,HEM_A_750,CYS,-0.587
4upp,HEM_B_750,CYS,-0.643
4upq,HEM_A_500,CYS,-0.598
4upq,HEM_B_500,CYS,-0.582
4upr,HEM_A_1483,CYS,-0.593
4upr,HEM_B_1483,CYS,-0.575
4ups,HEM_A_500,CYS,-0.627
4ups,HEM_B_500,CYS,-0.583
4upt,HEM_A_500,CYS,-0.573
4upt,HEM_B_500,CYS,-0.610
4uqh,HEM_A_1450,CYS-25S,-0.083
4uqr,HEM_A_901,CYS,-0.355
4uqs,HEM_A_901,CYS,-0.208
4usc,HEM_A_1318,HIS-PEO,-0.467
4usc,HEM_B_1312,HIS,-0.466
4uur,HEM_A_700,HIS-HOH,-0.301
4uur,HEM_B_700,HIS-HOH,-0.304
4uvr,HEM_A_1450,CYS-J5Y,-0.062
4ux6,HEM_B_1497,CYS,0.197
4uyl,HEM_A_580,CYS-VNI,0.064
4uyl,HEM_B_580,CYS-VNI,-0.068
4uym,HEM_A_580,CYS-VOR,-0.069
4uym,HEM_B_580,CYS-VOR,-0.070
4uzi,HEM_A_1449,HIS-IMD,0.246
4uzi,HEM_B_1449,HIS-IMD,0.114
4v2k,HEC_A_600,HIS-MET,0.435
4v2k,HEC_A_601,HIS-CSS,0.192
4v3u,HEM_A_750,CYS-EG8,-0.493
4v3u,HEM_B_750,CYS-EG8,-0.510
4v3u,HEM_C_750,CYS-EG8,-0.554
4v3u,HEM_D_750,CYS-EG8,-0.592
4v3v,HEM_A_750,CYS-S8F,-0.477
4v3v,HEM_B_750,CYS-S8F,-0.535
4v3w,HEM_A_750,CYS-E2Z,-0.418
4v3w,HEM_B_750,CYS-E2Z,-0.490
4v3x,HEM_A_750,CYS-4E8,-0.462
4v3x,HEM_B_750,CYS-4E8,-0.565
4v3y,HEM_A_750,CYS-HLW,-0.601
4v3y,HEM_B_750,CYS-HLW,-0.576
4v3z,HEM_A_750,CYS-9HL,-0.541
4v3z,HEM_B_750,CYS-9HL,-0.632
4v62,HEM_AE_101,HIS-HIS,0.392
4v62,HEM_AV_201,HIS-HIS,0.218
4v62,HEM_BE_101,HIS-HIS,0.392
4v62,HEM_BV_201,HIS-HIS,0.183
4vhb,HEM_A_150,HIS-SCN,0.239
4vhb,HEM_B_150,HIS-SCN,0.254
4w7j,HEM_A_501,HIS-HOH,0.197
4w7j,HEM_B_501,HIS-HOH,0.208
4w7j,HEM_C_501,HIS-HOH,0.219
4w7j,HEM_D_501,HIS-HOH,0.256
4w7k,HEM_A_501,HIS-HOH,0.328
4w7k,HEM_B_501,HIS-HOH,0.323
4w7l,HEM_A_501,HIS-HOH,0.305
4w7l,HEM_B_501,HIS-HOH,0.323
4w7m,HEM_A_501,HIS-HOH,0.304
4w7m,HEM_B_501,HIS-HOH,0.300
4w7n,HEM_A_501,HIS,0.288
4w7n,HEM_B_501,HIS,0.272
4w7o,HEM_A_501,HIS,0.312
4wch,HEM_D_201,HIS-OXY,0.266
4wd4,HEM_A_300,GLU,-0.082
4wd4,HEM_B_301,None,-0.033
4wd4,HEM_C_300,GLU,-0.051
4wd4,HEM_D_301,None,-0.088
4wg2,HEM_A_603,SER,-0.057
4wg2,HEM_B_500,SER,-0.119
4wg2,HEM_C_602,SER,-0.139
4wgy,HEC_A_201,HIS,-0.242
4wgz,HEC_A_201,HIS,-0.395
4wjy,HEC_A_501,LYS-HOH,0.902
4wjy,HEC_A_502,HIS-HIS,0.445
4wjy,HEC_A_503,HIS-HIS,-0.361
4wjy,HEC_A_504,HIS-HIS,-0.248
4wjy,HEC_A_505,HIS-HIS,0.114
4wjy,HEC_B_501,LYS-HOH,0.713
4wjy,HEC_B_502,HIS-HIS,0.519
4wjy,HEC_B_503,HIS-HIS,-0.334
4wjy,HEC_B_504,HIS-HIS,-0.160
4wjy,HEC_B_505,HIS-HIS,0.183
4wmz,HEM_A_601,CYS-TPF,0.041
4wnt,HEM_A_601,CYS,-0.085
4wnt,HEM_B_601,CYS,-0.143
4wnu,HEM_A_601,CYS,-0.172
4wnu,HEM_B_601,CYS,-0.099
4wnu,HEM_C_601,CYS,-0.129
4wnu,HEM_D_601,CYS,-0.153
4wnv,HEM_A_601,CYS-HOH,-0.115
4wnv,HEM_B_601,CYS-HOH,-0.093
4wnv,HEM_C_601,CYS-HOH,-0.069
4wnv,HEM_D_601,CYS-HOH,-0.095
4wpd,HEM_A_402,CYS-3SQ,-0.125
4wpd,HEM_B_401,CYS-3SQ,-0.098
4wpz,HEM_A_503,CYS-HOH,-0.463
4wq0,HEM_A_501,CYS,-0.497
4wq7,HEC_A_1001,CYS-HIS,0.163
4wq7,HEC_A_1002,HIS-LYS,0.255
4wq8,HEC_A_1001,HIS,0.139
4wq8,HEC_A_1002,HIS-LYS,0.285
4wq9,HEC_A_1001,HIS-H2S,0.138
4wq9,HEC_A_1002,HIS-MET,0.316
4wqa,HEC_A_1001,HIS-CSS,0.125
4wqa,HEC_A_1002,HIS-LYS,0.279
4wqb,HEC_A_1001,HIS-CSS,0.145
4wqb,HEC_A_1002,HIS-MET,0.283
4wqc,HEC_A_1001,CYS-HIS,0.139
4wqc,HEC_A_1002,HIS-MET,0.242
4wqd,HEC_A_1001,CYS-HIS,0.148
4wqd,HEC_A_1002,HIS-MET,0.231
4wqe,HEC_A_1001,HIS-CSS,0.158
4wqe,HEC_A_1002,HIS-MET,0.262
4wqj,HEM_A_401,CYS-36Y,-0.122
4x0l,HEM_A_201,HIS-OXY,0.223
4x0l,HEM_B_201,HIS-OXY,0.192
4x8y,HEM_A_500,TYR,0.015
4x8y,HEM_B_500,TYR,-0.117
4xdi,HEM_A_201,HIS-LYS,-0.701
4xdi,HEM_B_201,HIS-LYS,-0.692
4xe3,HEM_A_501,CYS-CL6,-0.164
4xe3,HEM_B_501,CYS-CL6,-0.213
4xmc,HEM_A_201,HIS-HOH,0.465
4xmd,HEM_A_201,HIS-HOH,0.774
4xme,HEM_A_201,HIS-NO,0.546
4xmf,HEM_A_201,HIS-HSM,0.715
4xmg,HEM_A_201,HIS-IMD,0.475
4xmh,HEM_A_201,GLY-HIS,0.426
4xry,HEM_A_601,CYS,-0.150
4xry,HEM_B_601,CYS-HOH,-0.216
4xry,HEM_C_601,CYS,-0.184
4xry,HEM_D_601,CYS-HOH,-0.247
4xrz,HEM_A_601,CYS-SI6,0.034
4xrz,HEM_B_601,CYS-SI6,0.082
4xrz,HEM_C_601,CYS-SI6,0.015
4xrz,HEM_D_601,CYS-SI6,0.021
4xs0,HEM_A_201,HIS-HOH,0.045
4xs0,HEM_B_201,HIS-HOH,-0.008
4xv4,HEM_A_301,HIS-HOH,-0.594
4xv5,HEM_A_301,HIS-HOH,-0.498
4xv6,HEM_A_301,HIS-HOH,-0.626
4xv7,HEM_A_301,HIS-HOH,-0.582
4xv8,HEM_A_301,HIS-HOH,-0.570
4xva,HEM_A_1201,HIS-HOH,-0.540
4xva,HEM_C_1201,HIS-HOH,-0.416
4xva,HEM_E_1201,HIS,-0.531
4xva,HEM_G_1201,HIS-HOH,-0.301
4xxl,HEC_A_201,HIS-HIS,0.294
4xyd,HEM_A_501,HIS-HIS,0.003
4xyd,HEM_A_504,HIS-UNL,-0.264
4xyd,HEC_B_201,HIS-MET,0.005
4xzd,HEM_A_301,TYR-HOH,-0.234
4xzd,HEM_D_301,TYR-HOH,-0.157
4y4s,HEM_A_301,HIS,0.408
4y55,HEM_A_621,HIS-HOH,-0.280
4y5r,HEC_A_402,HIS,0.173
4y5r,HEC_A_403,HIS-TYR,0.002
4y5r,HEC_B_402,HIS,0.171
4y5r,HEC_B_403,HIS-TYR,0.034
4y7s,HEB_A_201,ASP,-0.061
4y7s,HEB_B_201,ASP,0.111
4y7s,HEB_C_201,ASP,-0.083
4y8w,HEM_A_603,CYS,-0.271
4y8w,HEM_B_602,CYS,-0.121
4y8w,HEM_C_602,CYS,-0.190
4ybn,HEM_A_304,HIS-HOH,0.235
4ybn,HEM_B_301,HIS-HOH,0.269
4ye1,HEM_A_201,HIS-MET,-0.154
4ye1,HEM_B_201,HIS-MET,-0.121
4ynr,HEM_A_301,HIS-CMO,-0.589
4ynr,HEM_B_301,HIS-CMO,-0.291
4yof,HEM_A_301,HIS-NO,-0.530
4yof,HEM_B_301,HIS-NO,-0.085
4ysx,HEM_C_201,HIS-HIS,-0.039
4ysx,HEM_G_201,HIS-HIS,-0.044
4yt3,HEM_A_501,CYS-HOH,-0.165
4yt3,HEM_B_501,CYS-HOH,-0.131
4ytn,HEM_C_201,HIS-HIS,-0.072
4ytn,HEM_G_201,HIS-HIS,-0.094
4yu3,HEM_A_201,HIS-OXY,0.238
4yu3,HEM_B_201,HIS-OXY,0.285
4yu4,HEM_A_201,HIS-OXY,0.021
4yu4,HEM_B_201,HIS-OXY,0.427
4yu4,HEM_C_202,HIS-OXY,0.145
4yu4,HEM_D_202,HIS-OXY,0.113
4yuu,HEM_E1_101,HIS-HIS,0.477
4yuu,HEM_V1_201,HIS-HIS,0.391
4yuu,HEM_f1_101,HIS,0.466
4yuu,HEM_v1_201,HIS-HIS,0.473
4yuu,HEM_E2_101,HIS-HIS,0.625
4yuu,HEM_V2_201,HIS-HIS,0.455
4yuu,HEM_e2_101,HIS-HIS,0.509
4yuu,HEM_v2_201,HIS-HIS,0.328
4yxd,HEM_C_301,HIS-HIS,-0.202
4yzr,HEM_A_502,CYS-HIS,-0.082
4z0l,HEM_A_701,HIS,-0.362
4z0l,HEM_B_701,HIS-HOH,-0.312
4z0l,HEM_C_701,HIS-HOH,-0.308
4z0l,HEM_D_701,HIS-HOH,-0.413
4z5p,HEM_A_401,CYS-HOH,-0.269
4z5p,HEM_B_401,CYS-HOH,-0.220
4z5q,HEM_A_401,CYS-HOH,-0.487
4zdy,HEM_A_601,CYS-1YN,0.184
4zdz,HEM_A_601,CYS-TPF,0.109
4ze0,HEM_A_601,CYS-VOR,0.091
4ze1,HEM_A_601,CYS-X2N,0.121
4ze2,HEM_A_601,CYS-1YN,0.083
4ze3,HEM_A_601,CYS-TPF,0.031
4zf6,HEM_A_501,CYS,-0.282
4zf8,HEM_A_501,CYS-MYT,-0.194
4zfa,HEM_A_501,CYS-EDO,-0.388
4zfb,HEM_A_501,CYS,-0.243
4zid,HEC_A_101,HIS,0.182
4zv8,HEM_A_501,CYS,-0.291
4zva,HEM_A_201,HIS,-0.018
4zva,HEM_B_201,HIS,-0.045
4zvb,HEM_A_201,HIS,0.159
4zvb,HEM_B_201,HIS,0.015
4zvb,HEM_C_201,HIS,0.110
4zvb,HEM_D_201,HIS,-0.047
5a12,HEM_A_250,HIS-AZI,-0.165
5a12,HEM_B_250,HIS-AZI,-0.178
5a12,HEM_C_250,HIS-AZI,-0.162
5a12,HEM_D_250,HIS-AZI,-0.158
5a12,HEM_E_250,HIS-AZI,-0.136
5a13,HEM_A_250,HIS-SCN,-0.352
5a13,HEM_B_250,HIS-SCN,-0.198
5a13,HEM_C_250,HIS-SCN,-0.569
5a13,HEM_D_250,HIS-SCN,-0.154
5a13,HEM_E_250,HIS-SCN,-0.215
5a13,HEM_F_250,HIS-SCN,-0.285
5a13,HEM_G_250,HIS-SCN,-0.192
5a13,HEM_H_250,HIS-SCN,-0.354
5a13,HEM_I_250,HIS-SCN,-0.253
5a13,HEM_J_250,HIS-SCN,-0.171
5a1p,HEM_A_1500,CYS-HOH,-0.298
5a1r,HEM_A_1500,CYS-HOH,-0.307
5a5i,HEM_A_1494,CYS-HOH,-0.306
5a5j,HEM_A_1493,CYS,-0.291
5ab8,HEM_A_144,HIS-FMT,-0.251
5abn,HEM_A_500,HIS,-0.624
5abo,HEM_A_500,HIS-HOH,-0.708
5abq,HEM_A_500,HIS,-0.620
5ad4,HEM_A_750,CYS,-0.628
5ad4,HEM_B_750,CYS,-0.641
5ad5,HEM_A_750,CYS,-0.571
5ad5,HEM_B_750,CYS,-0.564
5ad6,HEM_A_750,CYS,-0.658
5ad6,HEM_B_750,CYS,-0.572
5ad7,HEM_A_750,CYS,-0.599
5ad7,HEM_B_750,CYS,-0.632
5ad8,HEM_A_750,CYS,-0.617
5ad8,HEM_B_750,CYS,-0.602
5ad9,HEM_A_750,CYS,-0.635
5ad9,HEM_B_750,CYS,-0.665
5ada,HEM_A_750,CYS,-0.556
5ada,HEM_B_750,CYS,-0.629
5adb,HEM_A_750,CYS,-0.634
5adb,HEM_B_750,CYS,-0.677
5adc,HEM_A_750,CYS,-0.634
5adc,HEM_B_750,CYS,-0.696
5add,HEM_A_750,CYS,-0.603
5add,HEM_B_750,CYS,-0.598
5ade,HEM_A_750,CYS,-0.576
5ade,HEM_B_750,CYS,-0.743
5adf,HEM_A_750,CYS,-0.582
5adf,HEM_B_750,CYS,-0.593
5adg,HEM_A_750,CYS,-0.580
5adg,HEM_B_750,CYS,-0.598
5adi,HEM_A_750,CYS,-0.611
5adi,HEM_B_750,CYS,-0.619
5adj,HEM_A_500,CYS,-0.579
5adj,HEM_B_500,CYS,-0.526
5adk,HEM_A_500,CYS,-0.573
5adk,HEM_B_500,CYS,-0.495
5adl,HEM_A_500,CYS,-0.484
5adl,HEM_B_500,CYS,-0.509
5adm,HEM_A_500,CYS,-0.558
5adm,HEM_B_500,CYS,-0.551
5adn,HEM_A_500,CYS,-0.566
5adn,HEM_B_500,CYS-2SN,-0.488
5ag0,HEM_A_1449,HIS-FMT,0.193
5ag0,HEM_B_1449,HIS-FMT,0.190
5agf,HEC_A_128,NO,-0.321
5agk,HEM_A_750,CYS,-0.558
5agk,HEM_B_750,CYS,-0.581
5agl,HEM_A_750,CYS,-0.615
5agl,HEM_B_750,CYS,-0.602
5agm,HEM_A_750,CYS,-0.553
5agm,HEM_B_750,CYS,-0.662
5agn,HEM_A_750,CYS,-0.491
5agn,HEM_B_750,CYS,-0.582
5ago,HEM_A_750,CYS-VUR,-0.590
5ago,HEM_B_750,CYS-VUR,-0.601
5agp,HEM_A_750,CYS-VUR,-0.507
5agp,HEM_B_750,CYS-VUR,-0.591
5ajr,HEM_A_1479,CYS-VT1,-0.004
5al9,HEM_A_305,HIS-HOH,-0.831
5ala,HEM_A_305,HIS-HOH,-0.594
5ala,HEM_B_305,HIS-HOH,-0.752
5amm,HEM_A_305,HIS-HOH,-0.572
5amm,HEM_B_305,HIS-HOH,-0.542
5aog,HEM_A_1341,HIS,-0.619
5aur,HEC_A_101,HIS-MET,-0.093
5aur,HEC_C_101,HIS-MET,0.030
5aur,HEC_E_101,HIS-MET,-0.065
5aur,HEC_G_101,HIS-MET,0.019
5aus,HEC_A_101,HIS-MET,0.037
5aus,HEC_C_101,HIS-MET,-0.059
5awi,HEC_A_201,HIS-MET,0.053
5awi,HEC_A_208,HIS-MET,0.050
5az3,HEM_A_401,HIS-TYR,-0.360
5b1a,HEA_A_601,HIS-HIS,-0.584
5b1a,HEA_A_602,HIS-PER,-0.392
5b1a,HEA_N_601,HIS-HIS,-0.578
5b1a,HEA_N_602,HIS-PER,-0.394
5b1b,HEA_A_601,HIS-HIS,-0.629
5b1b,HEA_A_602,HIS,-0.386
5b1b,HEA_N_601,HIS-HIS,-0.574
5b1b,HEA_N_602,HIS,-0.394
5b2u,HEM_A_501,CYS-DMS,-0.079
5b2u,HEM_B_501,CYS-DMS,-0.022
5b2v,HEM_A_501,CYS,-0.069
5b2v,HEM_B_501,CYS-HOH,-0.053
5b2w,HEM_A_501,CYS,-0.214
5b2w,HEM_B_501,CYS,-0.188
5b2x,HEM_A_501,CYS-DMS,-0.051
5b2x,HEM_B_501,CYS-DMS,-0.058
5b2y,HEM_A_501,CYS-HOH,-0.072
5b2y,HEM_B_501,CYS-HOH,-0.054
5b3i,HEC_A_201,HIS-TYR,-0.190
5b3i,HEC_B_201,HIS-TYR,-0.121
5b3i,HEC_C_201,HIS-TYR,-0.192
5b3i,HEC_D_201,HIS-TYR,-0.154
5b3s,HEA_A_601,HIS-HIS,-0.470
5b3s,HEA_A_602,HIS-CMO,-0.448
5b3s,HEA_N_601,HIS-HIS,-0.450
5b3s,HEA_N_602,HIS-CMO,-0.382
5b4z,HEM_A_401,TYR-HOH,-0.192
5b50,HEM_A_401,HIS-HOH,-0.090
5b51,HEM_A_401,HIS-TYR,-0.140
5b5e,HEM_E_105,HIS-HIS,1.033
5b5e,HEC_V_203,HIS-HIS,0.432
5b5e,HEM_e_105,HIS-HIS,0.956
5b5e,HEC_v_203,HIS-HIS,0.434
5b66,HEM_E_104,HIS-HIS,0.987
5b66,HEC_V_201,HIS-HIS,0.402
5b66,HEM_e_102,HIS-HIS,1.039
5b66,HEC_v_201,HIS-HIS,0.391
5b6q,HEC_A_101,HIS-MET,-0.309
5b6q,HEC_B_101,HIS-IMD,-0.216
5b72,HEM_A_820,HIS-HOH,-0.387
5b82,HEC_A_501,CYS-HIS,-0.011
5b84,HEM_A_201,HIS-HOH,0.016
5b85,HEM_A_201,HIS-HOH,0.011
5bu7,HEM_A_201,HIS-MET,0.010
5bu7,HEM_B_201,HIS-MET,0.042
5bv5,HEM_A_602,HIS-HOH,-0.079
5bv5,HEM_B_602,HIS-PIM,-0.037
5bv5,HEM_D_500,HIS-PIM,-0.112
5bv5,HEM_C_500,HIS-PIM,-0.031
5c0z,HEC_A_201,HIS-MET,-0.290
5c0z,HEC_B_201,HIS-MET,-0.285
5c0z,HEC_C_201,HIS-MET,-0.251
5c0z,HEC_D_201,HIS-MET,-0.282
5c2i,HEM_A_501,HIS-HOH,0.435
5c2i,HEM_B_501,HIS-HOH,0.474
5c2i,HEM_C_501,HIS-HOH,0.388
5c2i,HEM_D_501,HIS-HOH,0.398
5c2t,HEM_C_201,HIS-HIS,-0.123
5c2t,HEM_G_201,HIS-HIS,-0.098
5c2v,HEC_A_905,TYR,0.627
5c2v,HEC_A_906,HIS-HIS,-0.009
5c2v,HEC_C_404,HIS-HOH,0.737
5c2v,HEC_C_405,HIS-HIS,0.571
5c2v,HEC_D_905,TYR,0.643
5c2v,HEC_D_906,HIS-HIS,0.107
5c2v,HEC_F_404,HIS-HOH,0.755
5c2v,HEC_F_405,HIS-HIS,0.202
5c3j,HEM_C_201,HIS-HIS,-0.061
5c3j,HEM_G_201,HIS-HIS,-0.107
5c58,HEM_B_200,HIS-TYR,0.020
5c6e,HEM_A_201,HIS-CYN,0.179
5c6e,HEM_B_201,HIS-CYN,0.163
5c6y,HEM_A_201,HIS-HOH,0.181
5c9m,HEC_A_201,HIS-MET,-0.260
5c9m,HEC_B_201,HIS-MET,-0.244
5c9m,HEC_C_201,HIS-MET,-0.207
5c9m,HEC_D_201,HIS-MET,-0.247
5ccp,HEM_A_296,HIS-HOH,-0.748
5chq,HEM_A_201,HIS,0.356
5chq,HEM_B_201,HIS,0.340
5chr,HEM_A_201,HIS-OXY,0.353
5chr,HEM_B_201,HIS,0.387
5cic,HEC_A_301,HIS,-0.731
5cic,HEC_B_201,HIS-MET,0.060
5cic,HEC_C_301,HIS,-0.690
5cic,HEC_D_201,HIS-MET,-0.035
5cid,HEC_A_301,HIS,-0.550
5cid,HEC_B_201,HIS-MET,0.102
5cid,HEC_C_301,HIS,-0.697
5cid,HEC_D_201,HIS-MET,-0.010
5cie,HEC_A_301,HIS,-0.612
5cie,HEC_B_201,HIS-MET,-0.170
5cie,HEC_C_301,HIS,-0.780
5cie,HEC_D_201,HIS-MET,-0.114
5cif,HEC_A_301,HIS,-0.819
5cif,HEC_B_201,HIS-MET,0.132
5cif,HEC_C_301,HIS-HOH,-0.795
5cif,HEC_D_201,HIS-MET,0.127
5cig,HEC_A_301,HIS,-0.774
5cig,HEC_B_201,HIS-MET,0.128
5cig,HEC_C_301,HIS,-0.653
5cig,HEC_D_201,HIS-MET,0.050
5cih,HEC_A_301,HIS,-0.649
5cih,HEC_B_201,HIS-MET,-0.118
5cih,HEC_C_301,HIS,-0.703
5cih,HEC_D_201,HIS-MET,0.044
5cje,HEM_A_402,CYS-HOH,-0.071
5cmv,HEM_A_201,HIS-CMO,0.044
5cn4,HEM_A_201,HIS,-0.052
5cn5,HEM_A_201,HIS,-0.029
5cn6,HEM_A_201,HIS,-0.004
5cn7,HEM_A_201,HIS,-0.015
5cn8,HEM_A_201,HIS,-0.017
5cn9,HEM_A_204,HIS,-0.030
5cnb,HEM_A_201,HIS,-0.044
5cnc,HEM_A_201,HIS,-0.036
5cnd,HEM_A_201,HIS,-0.012
5cne,HEM_A_201,HIS,0.037
5cnf,HEM_A_201,HIS,-0.009
5cng,HEM_A_201,HIS,0.065
5cox,HEM_A_682,HIS,-0.433
5cox,HEM_B_682,HIS,-0.358
5cox,HEM_C_682,HIS,-0.366
5cox,HEM_D_682,HIS,-0.306
5cp4,HEM_A_417,CYS,0.390
5cpp,HEM_A_417,CYS,0.234
5cwe,HEM_A_403,CYS,-0.128
5cwe,HEM_B_403,CYS,-0.084
5cx7,HEM_A_201,HIS-HIS,0.171
5cx7,HEM_C_201,HIS-HIS,0.208
5cx7,HEM_E_201,HIS-HIS,0.254
5cx7,HEM_G_201,HIS-HIS,0.058
5cx7,HEM_I_201,HIS-HIS,0.039
5cx7,HEM_K_201,HIS-HIS,0.015
5cx7,HEM_M_201,HIS-HIS,0.137
5cx7,HEM_O_201,HIS-HIS,0.023
5cyt,HEC_R_105,HIS-MET,-0.345
5d1v,HEM_A_201,HIS-HOH,-0.136
5d1v,HEM_B_201,HIS-HOH,-0.164
5d3u,HEM_A_501,CYS,0.139
5d3u,HEM_B_501,CYS-HOH,0.113
5d40,HEM_A_501,CYS,0.185
5d40,HEM_B_501,CYS-HOH,0.174
5d5r,HEM_A_201,HIS,-0.037
5d6m,HEM_A_301,HIS-HOH,-0.056
5d8o,HEM_A_205,MET,-0.206
5d8o,HEM_B_203,MET-MET,-0.239
